"Id","Nombre científico","Reino","Phylum","Clase","Orden","Familia","Genero","Especie","Infraespecífico","Autor"
"4965","Hypophloeus unicolor ---","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Hypophloeus","unicolor","---",""
"4242","Hypsugo savii ---","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Hypsugo","savii","---","(Bonaparte, 1837)"
"241","Iberis amara ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Iberis","amara","---",""
"891","Iberis carnosa subsp.  carnosa","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Iberis","carnosa","subsp.  carnosa",""
"4247","Iberis saxatilis ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Iberis","saxatilis","---",""
"140","Iberodorcadion albicans subsp. demandense","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Iberodorcadion","albicans","subsp. demandense",""
"1022","Iberodorcadion circumcinctum ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Iberodorcadion","circumcinctum","---",""
"2905","Iberodorcadion molitor ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Iberodorcadion","molitor","---",""
"3074","Iberodorcadion neilense ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Iberodorcadion","neilense","---",""
"239","Idaea alyssumata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","alyssumata","---",""
"551","Idaea aversata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","aversata","---",""
"662","Idaea biselata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","biselata","---",""
"1134","Idaea contiguaria ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","contiguaria","---",""
"1323","Idaea degeneraria ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","degeneraria","---",""
"1359","Idaea deversaria ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","deversaria","---",""
"1515","Idaea emarginata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","emarginata","---",""
"1575","Idaea eugeniata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","eugeniata","---",""
"1865","Idaea fuscovenosa ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","fuscovenosa","---",""
"2655","Idaea lutulentaria ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","lutulentaria","---",""
"2711","Idaea mancipiata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","mancipiata","---",""
"2921","Idaea moniliata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","moniliata","---",""
"3244","Idaea ochrata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","ochrata","---",""
"3352","Idaea ostrinaria ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","ostrinaria","---",""
"4354","Idaea seriata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","seriata","---",""
"4357","Idaea sericeata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","sericeata","---",""
"4581","Idaea straminata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","straminata","---",""
"4635","Idaea subsericeata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","subsericeata","---",""
"3552","Idolus picipennis ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Idolus","picipennis","---",""
"3314","Iduna opaca ---","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Iduna","opaca","---",""
"361","Ilex aquifolium ---","Plantae","Tracheophyta","Magnoliopsida","Aquifoliales","Aquifoliaceae","Ilex","aquifolium","---",""
"5063","Illecebrum verticillatum ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Illecebrum","verticillatum","---",""
"576","Impatiens balfourii ---","Plantae","Tracheophyta","Magnoliopsida","Ericales","Balsaminaceae","Impatiens","balfourii","---",""
"1141","Inula conyza ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","conyza","---",""
"1231","Inula crithmoides ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","crithmoides","---",""
"2061","Inula helenioides ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","helenioides","---",""
"2066","Inula helvetica ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","helvetica","---",""
"2432","Inula langeana ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","langeana","---",""
"2949","Inula montana ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Inula","montana","---",""
"3629","Iphiclides podalirius feisthamelii ---","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Iphiclides","podalirius feisthamelii","---",""
"42","Ips acuminatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Ips","acuminatus","---",""
"4380","Ips sexdentatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Ips","sexdentatus","---",""
"1765","Iris foetidissima ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","foetidissima","---",""
"1911","Iris germanica ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","germanica","---",""
"3739","Iris pseudacorus ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","Iris","pseudacorus","---",""
"4220","Ischnodes sanguinicollis ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Ischnodes","sanguinicollis","---",""
"759","Ischnomera caerulea ---","Animalia","Arthropoda","Insecta","Coleoptera","Oedemeridae","Ischnomera","caerulea","---",""
"1279","Ischnomera cyanea ---","Animalia","Arthropoda","Insecta","Coleoptera","Oedemeridae","Ischnomera","cyanea","---",""
"4221","Ischnomera sanguinicollis ---","Animalia","Arthropoda","Insecta","Coleoptera","Oedemeridae","Ischnomera","sanguinicollis","---",""
"5245","Ischnomera xanthoderes ---","Animalia","Arthropoda","Insecta","Coleoptera","Oedemeridae","Ischnomera","xanthoderes","---",""
"4938","Ischnopoda umbratica ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Ischnopoda","umbratica","---",""
"1495","Ischnura elegans ---","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","elegans","---",""
"1992","Ischnura graellsii ---","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","graellsii","---",""
"3791","Ischnura pumilio ---","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","pumilio","---",""
"1473","Isoetes echinosporum ---","Plantae","Tracheophyta","Lycopodiopsida","Isoetales","Isoetaceae","Isoetes","echinosporum","---",""
"2987","Isoperla moselyi ---","Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","moselyi","---",""
"4521","Isoperla spp. ---","Animalia","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","spp.","---",""
"3763","Isopterygiopsis pulchella ---","Plantae","Bryophyta","Bryopsida","Hypnales","Plagiotheciaceae","Isopterygiopsis","pulchella","---",""
"193","Isothecium alopecuroides ---","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Isothecium","alopecuroides","---",""
"2167","Isothecium holtii ---","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Isothecium","holtii","---",""
"3031","Isothecium myosuroides ---","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Isothecium","myosuroides","---",""
"2448","Issoria lathonia ---","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Issoria","lathonia","---",""
"5109","Itame vincularia ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Itame","vincularia","---",""
"2891","Ixobrychus minutus ---","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","minutus","---","(Linnaeus, 1766)"
"1214","Jasione crispa ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","crispa","---",""
"1212","Jasione crispa subsp.  centralis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","crispa","subsp.  centralis",""
"1213","Jasione crispa subsp.  sessiliflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","crispa","subsp.  sessiliflora",""
"2417","Jasione laevis ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","laevis","---",""
"2415","Jasione laevis subsp.  carpetana","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","laevis","subsp.  carpetana",""
"2416","Jasione laevis subsp.  laevis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","laevis","subsp.  laevis",""
"2950","Jasione montana ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Jasione","montana","---",""
"1817","Jasminum fruticans ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","fruticans","---",""
"3275","Jasminum officinale ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Jasminum","officinale","---",""
"1964","Jasonia glutinosa ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jasonia","glutinosa","---",""
"1233","Jodia croceago ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Jodia","croceago","---",""
"4241","Jonopsidium savianum ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Jonopsidium","savianum","---",""
"1956","Jordanita globulariae ---","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Jordanita","globulariae","---",""
"2145","Jordanita hispanica ---","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Jordanita","hispanica","---",""
"3188","Jordanita notata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Jordanita","notata","---",""
"4636","Jordanita subsolana ---","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Jordanita","subsolana","---",""
"3977","Juglans regia ---","Plantae","Tracheophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans","regia","---",""
"3310","Julodis onopordi ---","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Julodis","onopordi","---",""
"45","Juncus acutiflorus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","acutiflorus","---",""
"49","Juncus acutus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","acutus","---",""
"416","Juncus articulatus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","articulatus","---",""
"736","Juncus bufonius ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","bufonius","---",""
"745","Juncus bulbosus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","bulbosus","---",""
"866","Juncus capitatus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","capitatus","---",""
"1102","Juncus compressus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","compressus","---",""
"1114","Juncus conglomeratus var. conglomeratus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","conglomeratus","var. conglomeratus",""
"1115","Juncus conglomeratus var. laxus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","conglomeratus","var. laxus",""
"1479","Juncus effusus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","effusus","---",""
"1477","Juncus effusus var. effusus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","effusus","var. effusus",""
"1478","Juncus effusus var. subglomeratus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","effusus","var. subglomeratus",""
"1907","Juncus gerardi ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","gerardi","---",""
"2299","Juncus inflexus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","inflexus","---",""
"2298","Juncus inflexus var. inflexus","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","inflexus","var. inflexus",""
"2742","Juncus maritimus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","maritimus","---",""
"3863","Juncus pygmaeus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","pygmaeus","---",""
"4545","Juncus squarrosus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","squarrosus","---",""
"4631","Juncus subnodulosus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","subnodulosus","---",""
"4643","Juncus subulatus ---","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","subulatus","---",""
"4729","Juncus tenageia subsp.  tenageia","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","tenageia","subsp.  tenageia",""
"505","Jungermannia atrovirens ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","atrovirens","---",""
"1611","Jungermannia exsertifolia subsp.  cordifolia","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","exsertifolia","subsp.  cordifolia",""
"1989","Jungermannia gracillima ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","gracillima","---",""
"2193","Jungermannia hyalina ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","hyalina","---",""
"2482","Jungermannia leiantha ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","leiantha","---",""
"3788","Jungermannia pumila ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Jungermannia","pumila","---",""
"1077","Juniperus communis subsp.  alpina","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","communis","subsp.  alpina",""
"1079","Juniperus communis subsp.  communis","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","communis","subsp.  communis",""
"1080","Juniperus communis subsp.  hemisphaerica","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","communis","subsp.  hemisphaerica",""
"3368","Juniperus oxycedrus ---","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","oxycedrus","---",""
"3366","Juniperus oxycedrus subsp.  badia","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","oxycedrus","subsp.  badia",""
"3367","Juniperus oxycedrus subsp.  oxycedrus","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","oxycedrus","subsp.  oxycedrus",""
"3542","Juniperus phoenicea subsp.  phoenicea","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","phoenicea","subsp.  phoenicea",""
"4796","Juniperus thurifera ---","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Juniperus","thurifera","---",""
"2185","Jurinea humilis ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Jurinea","humilis","---",""
"4833","Jynx torquilla ---","Animalia","Chordata","Aves","Piciformes","Picidae","Jynx","torquilla","---",""
"1485","Kickxia elatine ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Kickxia","elatine","---",""
"4531","Kickxia spuria ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Kickxia","spuria","---",""
"3682","Kindbergia praelonga ---","Plantae","Bryophyta","Bryopsida","Hypnales","Brachytheciaceae","Kindbergia","praelonga","---",""
"441","Knautia arvensis ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Knautia","arvensis","---",""
"453","Knautia arvernensis ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Knautia","arvernensis","---",""
"3825","Knautia purpurea ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Knautia","purpurea","---",""
"4633","Knautia subscaposa subsp.  subscaposa","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Knautia","subscaposa","subsp.  subscaposa",""
"1195","Koeleria crassipes ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Koeleria","crassipes","---",""
"5005","Koeleria vallesiana ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Koeleria","vallesiana","---",""
"2619","Korscheltellus lupulinus ---","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Korscheltellus","lupulinus","---",""
"2630","Labidostomis lusitanica ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Labidostomis","lusitanica","---",""
"4719","Labidostomis taxicornis ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Labidostomis","taxicornis","---",""
"1133","Lacanobia contigua ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia","contigua","---",""
"5219","Lacanobia w-latinum ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia","w-latinum","---",""
"3061","Laccobius neapolitanus ---","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Laccobius","neapolitanus","---",""
"3221","Laccobius obscuratus ---","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Laccobius","obscuratus","---",""
"4410","Laccobius sinuatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Laccobius","sinuatus","---",""
"5253","Laccobius ytenensis ---","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Laccobius","ytenensis","---",""
"644","Lacerta bilineata ---","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Lacerta","bilineata","---","Daudin, 1802"
"2118","Lachnaia hirta ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Lachnaia","hirta","---",""
"3433","Lachnaia paradoxa ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Lachnaia","paradoxa","---",""
"3754","Lachnaia pubescens ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Lachnaia","pubescens","---",""
"4883","Lachnaia trisigma ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Lachnaia","trisigma","---",""
"5087","Lachnaia vicina ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Lachnaia","vicina","---",""
"3509","Lactuca perennis ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","perennis","---",""
"4374","Lactuca serriola ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","serriola","---",""
"4741","Lactuca tenerrima ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","tenerrima","---",""
"5107","Lactuca viminea subsp.  chondrilliflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","viminea","subsp.  chondrilliflora",""
"5108","Lactuca viminea subsp.  ramosissima","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","viminea","subsp.  ramosissima",""
"5148","Lactuca virosa ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lactuca","virosa","---",""
"2922","Laemophloeus monilis ---","Animalia","Arthropoda","Insecta","Coleoptera","Laemophloeidae","Laemophloeus","monilis","---",""
"4057","Laeosopis roboris ---","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Laeosopis","roboris","---",""
"2121","Lagria hirta ---","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Lagria","hirta","---",""
"4781","Lamia textor ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Lamia","textor","---",""
"260","Lamium amplexicaule ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamium","amplexicaule","---",""
"1875","Lamium galeobdolon ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamium","galeobdolon","---",""
"2680","Lamium maculatum ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamium","maculatum","---",""
"3830","Lamium purpureum ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lamium","purpureum","---",""
"670","Lampides boeticus ---","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lampides","boeticus","---",""
"1680","Lamprodila festiva ---","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Lamprodila","festiva","---",""
"4422","Lamprodila solieri ---","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Lamprodila","solieri","---",""
"4656","Lampropteryx suffumata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lampropteryx","suffumata","---",""
"1068","Lanius collurio ---","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","collurio","---","(Linnaeus, 1758)"
"2820","Lanius meridionalis ---","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","meridionalis","---",""
"4340","Lanius senator ---","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","senator","---",""
"3661","Laothoe populi ---","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Laothoe","populi","---",""
"4540","Lappula squarrosa ---","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Lappula","squarrosa","---",""
"1078","Lapsana communis subsp.  communis","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lapsana","communis","subsp.  communis",""
"3447","Larcasia partita ---","Animalia","Arthropoda","Insecta","Trichoptera","Goeridae","Larcasia","partita","---",""
"4290","Larinioides sclopetarius ---","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","Larinioides","sclopetarius","---",""
"1309","Larix decidua ---","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Larix","decidua","---",""
"5227","Larix x eurolepis ---","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Larix","x eurolepis","---",""
"849","Larus canus ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","canus","---",""
"1869","Larus fuscus ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","fuscus","---",""
"2836","Larus michahellis ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","michahellis","---",""
"2893","Larus minutus ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","minutus","---",""
"1500","Laserpitium eliasii ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Laserpitium","eliasii","---",""
"1884","Laserpitium gallicum ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Laserpitium","gallicum","---",""
"2459","Laserpitium latifolium ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Laserpitium","latifolium","---",""
"4394","Laserpitium siler ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Laserpitium","siler","---",""
"3925","Lasiocampa quercus ---","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Lasiocampa","quercus","---",""
"4874","Lasiocampa trifolii ---","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Lasiocampa","trifolii","---",""
"596","Lasiocephala basalis ---","Animalia","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lasiocephala","basalis","---",""
"2690","Lasiommata maera ---","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lasiommata","maera","---",""
"2787","Lasiommata megera ---","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Lasiommata","megera","---",""
"2520","Lastrea limbosperma ---","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Thelypteridaceae","Lastrea","limbosperma","---",""
"1028","Lathraea clandestina ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Lathraea","clandestina","---",""
"4534","Lathraea squamaria ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Lathraea","squamaria","---",""
"4346","Lathropus sepicola ---","Animalia","Arthropoda","Insecta","Coleoptera","Laemophloeidae","Lathropus","sepicola","---",""
"337","Lathyrus aphaca ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","aphaca","---",""
"987","Lathyrus cicera ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","cicera","---",""
"1696","Lathyrus filiformis ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","filiformis","---",""
"2117","Lathyrus hirsutus ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","hirsutus","---",""
"2462","Lathyrus latifolius ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","latifolius","---",""
"2546","Lathyrus linifolius ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","linifolius","---",""
"3111","Lathyrus niger subsp.  niger","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","niger","subsp.  niger",""
"3233","Lathyrus occidentalis ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","occidentalis","---",""
"3699","Lathyrus pratensis ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","pratensis","---",""
"4379","Lathyrus setifolius ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","setifolius","---",""
"4448","Lathyrus sphaericus ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","sphaericus","---",""
"4917","Lathyrus tuberosus ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lathyrus","tuberosus","---",""
"472","Latridius assimilis ---","Animalia","Arthropoda","Insecta","Coleoptera","Latridiidae","Latridius","assimilis","---",""
"2129","Latridius hirtus ---","Animalia","Arthropoda","Insecta","Coleoptera","Latridiidae","Latridius","hirtus","---",""
"3787","Launaea pumila ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Launaea","pumila","---",""
"3998","Launaea resedifolia ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Launaea","resedifolia","---",""
"2453","Lavandula latifolia ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lavandula","latifolia","---",""
"4574","Lavandula stoechas subsp.  pedunculata","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Lavandula","stoechas","subsp.  pedunculata",""
"1205","Lavatera cretica ---","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Lavatera","cretica","---",""
"270","Lecithocera anatolica ---","Animalia","Arthropoda","Insecta","Lepidoptera","Lecithoceridae","Lecithocera","anatolica","---",""
"914","Legousia castellana ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Legousia","castellana","---",""
"2197","Legousia hybrida ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Legousia","hybrida","---",""
"1064","Leiocolea collaris ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Leiocolea","collaris","---",""
"4919","Leiocolea turbinata ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Jungermanniaceae","Leiocolea","turbinata","---",""
"283","Leistus angulatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Leistus","angulatus","---",""
