"Código","Nombre oficial","Definición oficial","m2 ocupados en la región mediterránea de España"
"7230","Turberas bajas alcalinas","Humedales cubiertos mayoritaria o ampliamente por pequeños cárices y musgos pardos o rojos productores de turba o de toba calcárea, desarrollados sobre suelos permanentemente saturados en agua, con aporte de agua solígena o topógena, rica en bases, frecuentemente calcárea, y con el nivel freático situado en o ligeramente por encima o por debajo de la superficie del sustrato. La formación de turba, cuando ocurre, es infra-acuática. Pequeños cárices calcófilos y otras Ciperáceas dominan generalmente las comunidades de la turbera, pertenecientes al Caricion davallianae, que se caracterizan por poseer un tapiz generalmente prominente de musgos pardos o rojos formado por Campylium stellatum, Drepanocladus intermedius, D. revolvens, Cratoneuron commutatum, Acrocladium cuspidatum, Ctenidium molluscum, Fissidens adianthoides, Bryum pseudotriquetrum y otros, por crecimiento cespitoso de Schoenus nigricans, S. ferrugineus, Eriophorum latifolium, Carex davalliana, C. flava, C. lepidocarpa, C. hostiana, C. panicea, Juncus subnodulosus, Scirpus cespitosus, Eleocharis quinqueflora, y por una flora herbácea muy rica que incluye Tofieldia calyculata, Dactylorhiza incarnata, D. traunsteineri, D. traunsteinerioides, D. russowii, D. majalis ssp.brevifolia, D. cruenta, Liparis loeselii, Herminium monorchis, Epipactis palustris, Pinguicula vulgaris, Pedicularis sceptrum-carolinum, Primula farinosa, Swertia perennis. Pastizales húmedos, (Molinietalia caerulaea, e.g. Juncetum subnodulosi and Cirsietum rivularis, 37), macizos de cárices de talla alta (Magnocaricion, 53.2), cañaverales (Phragmition, 53.1) y comunidades de cárices de áreas pantanosas (Cladietum mariscae, 53.3) pueden formar parte del sistema pantanoso, junto a comunidades relacionadas con turberas de transición (54.5, 54.6) y vegetación anfibia o acuática (22.3, 22.4) o comunidades de fuentes (54.1) que se desarrollan en depresiones. Se entiende que las subunidades citadas que pueden, solas o en combinación, y junto a códigos seleccionados de las categorías mencionadas, describir la composición de la turbera baja, incluyen las comunidades de turbera sensu estricto (Caricion davallianae), sus transiciones a Molinion, y formaciones que, aunque se puedan referir desde un punto de vista fitosociológico a asociaciones alcalinas de Molinion, contienen una amplia representación de las especies citadas de Caricion davallianae, además de estar integradas en el sistema de turbera, en cierto modo se asemeja a la definición de una clase unificada Molinio-Caricetalia davallianae en Rameau et al., 1989. Aparte de en los sistemas de turberas bajas ricas en nutrientes (rich fens), las comunidades de turberas bajas se pueden presentar, en pequeñas extensiones, en sistemas de depresiones interdunares (16.3), en turberas de transición (54.5), en herbazales húmedos (37), sobre conos de toba calcárea (54.121) y en alguna otra situación. Estos códigos se pueden usar en combinación con el código principal apropiado, para indicar su presencia. Las turberas bajas ricas en nutrientes, están excepcionalmente dotadas en especies espectaculares, especializadas, estrictamente restringidas a este tipo de hábitat. Están entre los tipos de hábitat que han experimentado el deterioro más grave. En algunas regiones se pueden considerar prácticamente extintos y gravemente amenazados en la mayoría.","2.062.600"
"7240","Formaciones pioneras alpinas del Caricion bicoloris-atrofuscae (*)","Comunidades alpinas, peri-alpinas y del norte británico que colonizan substratos guijarrosos, arenosos o pedregosos, en ocasiones algo arcillosos, o substratos turbosos empapados en agua fría en morrenas y márgenes de fuentes, arroyos y torrentes glaciares de los niveles alpino o subalpino, o en arenas aluviales de ríos de agua pura, fría de flujo lento y en remansos. Para la existencia de estos tipos de hábitat es esencial la congelación permanente o continua del suelo durante un largo período de tiempo. Vegetación de bajo porte compuesta principalmente por especies de Carex y Juncus (Caricion bicolorisatrofuscae). Plantas: Carex atrofusca, C. bicolor, C. maritima, C. microglochin, C. vaginata, Juncus alpinoarticulatus, J. arcticus, J. castaneus, J. triglumis, Kobresia simpliciuscula, Typha lugdunensis, T. minima, T. shuttleworthii, Tofieldia pusilla. Animales: Vertigo geyeri, V. genesii. Correspondencias: Clasificación alemana: ¿6402 Alpine Scwemmböden mit niedriger Vegetation¿. Correspondencias con los tipos nórdicos de vegetación: ¿3422 Carex atrofusca-Drepanocladus revolvens-typ¿ y ¿3423 Carex saxatilis-Drepanocladus revolvens-typ¿. 4) Asociados a pastizales húmedos con manejo extensivo, pero también a comunidades del Caricion davallianae. 5) Persson, Å. (1965). Mountain mires. Acta Phytogeogr. Suec. 50: 249-256.","0"
"8","Hábitat rocosos y cuevas","",""
"81","Desprendimientos rocosos","",""
"8130","Desprendimientos mediterráneos occidentales y termófilos","Desprendimientos o pedregales rocosos (canchales y gleras) de las exposiciones templadas de los Alpes y Pirineos, sustratos calcáreos pirenáicos, zonas bajas, de media y alta montaña mediterránea así como en lugares templados y soleados de las zonas elevadas y llanuras de Europa central. La vegetación pertenece a los ordenes Androsacetalia alpinae p., Thlaspietalia rotundifolii p., Stipetalia calamagrostis y Polystichetalia lonchitis. Subtipos : 61.31 ¿ Canchales peri-Alpinos termófilos. Stipion calamagrostidis, Leontodontion hyoseroidis. Canchales inestables, soleados y calcáreos de los pisos montano a sub-alpino de los Alpes y de las zonas llanas a montañosas de Europa central y occidental. 61.35 Gleras oro-Cantábricos calcáreas. Linarion filicaulis, Saxifragion praetermissae. Gleras basófilas de la Cordillera Cantá- brica. 61.36 ¿ Gleras oro-Cantábricos silíceas. Linarion filicaulis p., Linario-Senecion carpetani p. Gleras silicícolas de la Cordillera Cantábrica, las formaciones altamente diversificadas de las gleras oscuras (pizarras y esquistos) de la Cordillera Cantábrica están relacionadas con las del 61.351, con caracteres intermedios con las del 61.38, otras más pobres en especies, caracterizadas por Trisetum hispidum y Rumex suffruticosus, corresponden a las siguientes. 61.37 ¿ Canchales ricos en helechos de la Península Ibérica. Dryopteridion oreadis, Dryopteridion submontanae. Canchales dominados por helechos en las montañas ibéricas, tanto calizas como silíceas. 61.38 ¿ Gleras carpetano-Ibericas silicícolas. Linario-Senecion carpetani. Gleras del Sistema Central, Sistema Ibérico y Macizo Galaico-Leonés, con Linaria saxatilis, L. alpina, Digitalis purpurea var. carpetana, Senecio pyrenaicus ssp. carpetanus, Rumex suffruticosus, Santolina oblongifolia, Conopodium butinioides, Reseda gredensis.","246.516.700"
"82","Pendientes rocosas con vegetación casmofítica","",""
"8210","Pendientes rocosas calcícolas con vegetación casmofítica","Vegetación de fisuras de roquedos calizos, en la región mediterránea y en los pisos basal a alpino de la Eurosiberiana, que pertenecen básicamente a los órdenes [Potentilletalia caulescentis] and [Asplenietalia glandulosi]. Pueden distinguirse dos niveles: a) Termo- y meso-Mediterráneas ([Onosmetalia frutescentis]) con Campanula versicolor, Campanula rupestris, Inula attica, Inula mixta, Odontites luskii], b) Montanas y oro-Mediterráneas ([Potentilletalia speciosae], que incluye [Silenion aurticulatae, Galion degenii] and [Ramondion nathaliae]). Este tipo de hábitat presenta una elevada diversidad y una riqueza destacable en plantas endémicas.","419.076.400"
"8220","Pendientes rocosas silíceas con vegetación casmofítica","Vegetación de fisuras de cantiles rocosos continentales, que presenta varios subtipos regionales. Subtipos y Plantas: 62.21 ¿ Vegetación silicícola fisurícolas de cantiles propias de las montañas alpinas y pirenaicas, así como del Escudo Hercínico y su periferia (Androsacion vandellii): Androsace vandellii, Saxifraga retusa ssp. retusa, S. aspera, Phyteuma scheuchzeri, Primula hirsuta, Eritrichium nanum, Comunidades fisurícolas del piso montano de los Pirineos y Cevenes (Asarinion procumbentis: incluye 62.26): Saxifraga continentalis, Anarrhinum bellidifolium, comunidades saxícolas de los pisos basal a montano bajo clima Medio Europeo (Asplenion septentrionalis) y comunidades del piso basal bajo clima oceánico (Asplenion billotiiUmbilicarion rupestre: 62.29 está incluida): Asplenium septentrionale, A. adiantum-nigrum, A. billotii, A. foreziense, A. onopteris. 62.22 ¿ Vegetación fisurícola orófila de las montañas ibéricas: - Montañas del centro de la Península (Saxifragion willkommianae): Saxifraga willkommiana, S. orogredensis, Murbeckiella boryi.  62.27 ¿ Vegetación fisurícola del piso submontano del occidente ibérico (Cheilanthion hispanicae): Cheilanthes hispanica, C. tinaei.  62.28 - Vegetación fisurícola de los pisos mesomediterráneos Ibero-Provenzales sobre roquedos ricos en silicatos básicos (basaltos y peridotitas) (Phagnalo saxatilis-Cheilanthion maderensis): Cheilanthes maderensis, C. vellaea.","194.340.000"
"8230","Roquedos silíceos con vegetación pionera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii","Comunidades rupícolas pioneras de las alianzas SedoScleranthion o Sedo albi-Veronicion dillenii, que colonizan suelos esqueléticos de superficies rocosas silíceas. Como consecuencia de la sequía que soportan estos suelos, está vegetación se caracteriza por el predominio de musgos, líquenes y plantas crasas (Crassulaceae).","0"
"83","Otros hábitat rocosos","",""
"8310","Cuevas no explotadas por el turismo","Cuevas cerradas al público, incluyendo los sistemas hidrológicos subterráneos, que albergan organismos muy especializados o endémicos, o que son de capital importancia para diversas especies del Anexo II (por ejemplo murciélagos o anfibios).","289.251.100"
"8320","Campos de lava y excavaciones naturales","Lugares y productos de la actividad volcánica reciente que albergan diferentes comunidades biológicas. 66.1 ¿ Comunidad de la violeta del Teide. Violetea cheiranthifoliae. Formación muy abierta localizada en la parte cimera del volcán Teide en Tenerife, en torno a los 2.700-3.000 m, con Viola cheiranthifolia y pocos individuos de Silene nocteolens y Argyranthemum teneriffae. 66.2 ¿ Comunidades cimeras del Etna Comunidades del Monte Etna por encima del límite de los brezales. 66.3 ¿ Campos de lava estériles. Formaciones de lava casi desnudas y de altitudes más bajas del Etna y del Teide, colonizadas por líquenes (por ejemplo, Stereocaulon vesubianum), además de otras comunidades presentes en otros lugares, e invertebrados. 66.4 ¿ Cenizas volcánicas y campos de lapilli. 66.5 ¿ Tubos volcánicos. Cuevas basálticas formadas por huecos y tubos que son resultado del enfriamiento de la superficie lávica mientras que el interior continúa fluyendo. El tubo mas largo corresponde al generado por el volcán de La Corona en Lanzarote, que acoge a una comunidad única de invertebrados, en particular, el crustáceo Munidopsis polymorpha, endémico de este lugar, y otros crustáceos del género Speleonectes. 66.6 - Fumarolas Corresponde a orificios de las zonas volcánicas a través de los cuales se escapan los gases y vapores calientes. Estos ambientes de condiciones extremas son colonizados por distintas comunidades.","0"
"8330","Cuevas marinas sumergidas o semisumergidas","Cuevas situadas bajo el nivel marino, o expuestas al mismo, al menos en marea alta, incluyendo su sumergimiento parcial en el mar. Sus comunidades laterales e inferiores están compuestas por invertebrados marinos y algas.","0"
"8340","Glaciares permanentes","Glaciares verdaderos y rocosos.","0"
"9","Bosques","",""
"91","Bosques de la Europa templada","",""
"91B0","Fresnedas termófilas de Fraxinus angustifolia","Bosques no riparios de Fraxinus angustifolia en los que participan Quercus pubescens o Q. pyrenaica. Subtipo 41.862 - Fresnedas ibéricas de Fraxinus angustifolia.","251.430.000"
"91E0","Bosques aluviales de Alnus glutinosa y Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae) (*)","Fresnedas (Fraxinus excelsior) y alisedas (Alnus glutinosa) riparias de cursos de tierras bajas y medias de las regiones templadas y boreales de Europa (44.3: Alno-Padion), alisedas de Alnus incana de los ríos montanos y submontanos de los Alpes y norte de los Apeninos (44.2: Alnion incanae), saucedas arborescentes y choperas de ríos de áreas submontanas o bajas de Europa (44.13: Salicion albae). Todas las variantes se establecen en suelos pesados, generalmente ricos en depósitos aluviales, sin problemas de drenaje y que periódicamente se inundan por las crecidas de los ríos o arroyos. En el estrato herbáceo participan invariablemente numerosos megaforbios (Filipendula ulmaria, Angelica sylvestris, Rumex sanguineus, y géofitos vernales Ranunculus ficaria, Anemone nemorosa, A. ranunculoides, Corydalis solida). A escala europea, se reconocen varios subtipos: fresnedas de ríos y manantiales (44.31 ¿ Carici remotaeFraxinetum), fresnedas-alisedas riparias de cursos rápidos (44.32 - Stellario-Alnetum glutinosae), fresnedas-alisedas riparias de cursos lentos (44.33 - Pruno-Fraxinetum, Ulmo-Fraxinetum), alisedas riparias montanas de Alnus incana (44.21 - Calamagrosti variae-Alnetum incanae Moor 58), alisedas riparias submontanas de Alnus incana (44.22 - Equiseto hyemalis-Alnetum incanae Moor 58), saucedas blancas (44.13 - Salicion albae). Las manifestaciones españolas se adscriben a la alianza Osmundo-Alnion típica del ámbito cantábrico atlántico y suroeste peninsular.","146.291.700"
"9120","Hayedos acidófilos atlánticos con sotobosque de Ilex y a veces de Taxus (Quercion robori-petraeae o Ilici-Fagenion)","Hayedos con Ilex creciendo sobre suelos ácidos del piso colino al montano en condiciones climáticas Atlánticas. El sustrato ácido corresponde a alteraciones de rocas ácidas, o a limos con pedernal más o menos degradado, o a antiguos depósitos aluviales. Los suelos son tierras pardas ácidas, con procesos de lixiviado o con una evolución hacia podsoles. El humus es de los tipos moder a dismoder. Estos hayedos acidófilos se presentan con diferentes variantes: a) hayedos con robles subatlánticos del piso colino y montano inferior con Ilex aquifolium. b) Hayedos con robles hiperatlánticos del piso colino y montano inferior con Ilex y Taxus, rico en epífitos. c) Hayedos puros o hayedos con Picea abies del piso montano con Ilex en el sotobosque.","386.518.000"
"9130","Hayedos del Asperulo-Fagetum","Bosques de Fagus sylvatica y, en las montañas, Fagus sylvatica con Abies alba o Fagus sylvatica con Abies alba y Picea abies desarrollados sobre suelos neutros o casi neutros, con humus mull, de los dominios medioeuropeos y atlánticos de Europa Occidental y del centro y norte de Centroeuropa, caracterizados por una fuerte representación de las especies pertenecientes a los grupos ecológicos de Anemone nemorosa, de Lamiastrum (Lamium) galeobdolon, de Galium odoratum y Melica uniflora y, en montañas, varias especies del género Dentaria, formando un estrato herbáceo más rico y abundante que los bosques de 9110 y 9120. Subtipos: 41.131 ¿ Hayedos neutrófilos colinos medioeuropeos Hayedos neutrófilos o basófilos con Fagus sylvatica y Fagus sylvatica con Quercus petraea y Quercus robur de zonas colinas, basimontanas y mesetas del Arco Hercínico y regiones periféricas, del Jura, la Lorraine, y la Cuenca de Paris, Borgoña, el piedemonte alpino, los Cárpatos y unas pocas localidades de la llanura de los mares del Norte y Bálticos. 41.132 ¿ Hayedos atlánticos neutrófilos Hayedos y hayedos con roble atlánticos con Hyacinthoides non-scripta, del sur de Inglaterra, y las cuencas de Boulonnais, Picardy, el Oise, Lys y Schelde. 41.133 ¿ Hayedos neutrófilos montanos medioeuropeos Bosques neutrófilos de Fagus sylvatica, Fagus sylvatica con Abies alba, Fagus sylvatica con Picea abies, o Fagus sylvatica con Abies alba y Picea abies de las zonas montanas y altimontanas del Jura, Alpes septentrionales y orientales, Cárpatos occidentales y del Arco Hercínico. 41.134 ¿ Hayedos bohemios con tilo Bosques de Fagus sylvatica o de Fagus sylvatica-Abies alba ricos en Tilia spp., de la cuenca bohemia. 41.135 ¿ Hayedos panónicos neutrófilos Hayedos neutrófilos de afinidades medioeuropeas en las colinas de la llanura panónica y en su periferia occidental.","0"
"9150","Hayedos calcícolas medioeuropeas del Cephalanthero-Fagion","Hayedos de Fagus sylvatica xero-termófilos, desarrollados sobre materiales calcáreos, con suelos someros, generalmente en pendientes elevadas, de los dominios Atlántico y Medio europeo de Europa Occidental y de las zonas centrales y septentrionales de Europa Central, con estratos herbáceo y arbustivo generalmente abundantes, y caracterizado por la presencia de cárices (Carex digitata, C. flacca, C. montana, C. alba), gramíneas (Sesleria albicans, Brachypodium pinnatum), orquídeas (Cephalanthera spp., Neottia nidus-avis, Epipactis leptochila, E. microphylla) y especies termófilas que provienen del Quercetalia pubescenti-petraeae. El estrato arbustivo puede incluir diferentes especies calcícolas (Ligustrum vulgare, Berberis vulgaris) y Buxus sempervirens puede ser dominante. Subtipos : 41.161 ¿ Bosques medioeuropeos de haya y tilo en laderas calcáreas secas. Hayedos medioeuropeos ricos en cárices y orquídeas, en laderas con disponibilidad hídrica reducida. 41.162 ¿ Hayedos xerófilos del noroccidente ibérico. Bosques de Fagus sylvatica en zonas de precipitaciones relativamente bajas, en los márgenes meridionales del País Vasco sobre suelos calcáreos superficialmente secos de la Cordillera Cantábrica, con Brachypodium pinnatum subsp. rupestre, Sesleria argentea subsp. hispanica, Carex brevicollis, Carex ornithopoda, C. sempervirens, C. caudata, Cephalanthera damasonium, C. longifolia, Epipactis helleborine, E. microphylla, Neottia nidus-avis.","320.953.100"
"9160","Robledales pedunculados o albares subatlánticos y medioeuropeos del Carpinion betuli","Bosques de Quercus robur (o Quercus robur y Quercus petraea) sobre suelos hidromorfos o con elevado nivel freático (fondos de valle, depresiones o junto a bosques riparios). El sustrato corresponde a limos y coluviones arcillosos de laderas, así como bandas limosas o rocas silí- ceas con un alto grado de saturación. Bosques de Quercus robur o bosques mixtos naturales compuestos por Quercus robur, Quercus petraea, Carpinus betulus y Tilia cordata. Endymion non-scriptus es raro o ausente.","0"
"9180","Bosques de laderas, desprendimientos o barrancos del Tilio-Acerion (*)","Bosques mixtos de especies secundarias (Acer pseudoplatanus, Fraxinus excelsior, Ulmus glabra, Tilia cordata) de pedregales gruesos, pendientes rocosas abruptas y laderas con coluvios gruesos, en sustratos preferentemente calcáreos, pero también silíceos (Tilio¿Acerion Klika 55). Se puede distinguir entre un grupo que es típico de ambientes frescos y húmedos (bosques higrófilos y esciófilos), generalmente dominado por el falso plátano (Acer pseudoplatanus) - sub-alianza Lunario-Acerenion, y otro que es típico de barrancos secos y templados, generalmente dominado por tilos (Tilia cordata, Tilia platyphyllos) - sub-alianza Tilio-Acerenion. No se deben incluir aquí los tipos de hábitat pertenecientes al Carpinion.","4.031.700"
"92","Bosques mediterráneos caducifolios","",""
"92A0","Bosques galería de Salix alba y Populus alba","Bosques riparios de la cuenca mediterránea dominados por Salix alba, Salix fragilis o especies relacionadas (44.141). Bosques riparios pluriestratos mediterráneos y euroasiáticos en los que participan chopos (Populus sp. pl.), olmos (Ulmus sp. pl.), sauces (Salix sp. pl.), alisos (Alnus sp. pl.), tarajes (Tamarix sp. pl.), nogales (Juglans regia) y lianas. Los álamos de gran porte (Populus alba, P. caspica, P. euphratica (P. diversifolia)), suelen dominar el estratos superior del bosque. No obstante, dichos álamos no son constantes y en algunas asociaciones fitosociológicas dominan otras especies mencionadas anteriormente (44.6).","728.109.900"
"92B0","Bosques galería de ríos de caudal intermitente mediterráneos con Rhododendron ponticum, Salix y otras","Característicos bosques relictos termo- y mesomediterráneos en galería con alisos, establecidos en valles encajados de acusada pendiente, con Rhododendron ponticum subsp. baeticum, Frangula alnus subsp. baetica, Arisarum proboscideum y una rica comunidad de helechos que incluye Pteris incompleta, Diplazium caudatum y Culcita macrocarpa (44.52). Bosques ribereños en galería de Betula parvibracteata. La especie dominante, endemismo local de distribución muy restringida, está acompañada por Myrica gale, Frangula alnus, Salix atrocinerea, Galium broterianum y Scilla ramburei (44.54).","0"
"92D0","Galerías y matorrales ribereños termomediterráneos(Nerio-Tamaricetea y Securinegion tinctoriae)","Bosquetes en galería y matorrales altos de tarajes, tarays o atarfes (Tamarix spp.), adelfas o baladres (Nerium oleander L.), sauzgatillo (Vitex agnus-castus L.) o tamujo [Flueggea tinctoria (L.) G. L. Webster], así como alamedas (Populus alba L.) con tarajes y comunidades semejantes de marcado carácter subtropical, que habitan cursos y humedales permanentes o temporales de las zonas termomediterráneas y del suroeste de la Península Ibérica y las áreas más hidromórficas de las zonas Sáharo-Mediterránea y Sáharo-Sindiana.","548.839.700"
"9230","Robledales galaico-portugueses con Quercus robur y Quercus pyrenaica","Bosques dominados por Quercus pyrenaica (Quercion robori-pyrenaicae). Subtipos: 41.61 ¿ Bosques de Quercus pyrenaica centroibéricos: Melojares o rebollares supra, y en ocasiones, mesomediterráneos distribuidos por el occidente ibérico, León, Sistema Central e Ibérico, Montes de Toledo y Sierra Morena. 41.62 ¿ Bosques de Quercus pyrenaica cantábricos (Melampyro pratense-Quercetum pyrenaicae, Linario triornithophorae-Quercetum pyrenaicae): Melojares o rebollares de Quercus pyrenaica de carácter medio-Europeo, de los pisos colino a montano de la Cornisa Cantábrica y sus irradiaciones occidentales hasta la Sierra de Picos de Ancares en Galicia, característicos de áreas con relativamente baja precipitación, en las zonas de cierta influencia marítima o el interior de las montañas oro-cantábricas.","4.462.398.100"
"9240","Robledales ibéricos de Quercus faginea y Quercus canariensis","Bosques dominados por Quercus faginea, Quercus canariensis o Quercus afares. Las formaciones húmedas del suroeste ibérico (41.772 y 41.773) son tipos de bosques de carácter singular en Europa y de gran importancia biológica. Subtipos: 41.771 - Bosques españoles de Quercus faginea Spiraeo obovatae-Quercetum fagineae, Cephalanthero longifoliae-Quercetum fagineae, Violo wilkommii-Quercetum fagineae, Daphno latifoliae-Aceretum granatensis, Fraxino orni- Quercetum fagineae. Formaciones xero-mesófilas de Quercus faginea en laderas y mesetas con elevaciones medias en la Meseta Central de España y las cordilleras asociadas. 41.772 - Bosques portugueses de Quercus faginea Arisaro-Quercetum fagineae Bosques húmedos, densos, con abundantes epífitos, relictos en Portugal y restringidos a unas pocas localidades aisladas. 41.773 - Bosques andaluces de Quercus canariensis Rusco hypophylli-Quercetum canariensis Bosques húmedos e hiperhúmedos, muy frondosos con Quercus canariensis, en las sierras del extremo meridional de España, limitados al Aljibe y unas pocas localidades de la Serranía de Ronda. 41.774 - Rodales catalanes de Quercus canariensis Carici depressae-Quercetum canariensis Formaciones ricas en Quercus canariensis localizadas en Cataluña. 41.775 - Bosques baleáricos de Quercus faginea AceriQuercetum fagineae Formaciones relictas de Mallorca dominadas por, o ricas en, Quercus faginea.","2.229.449.700"
"9260","Bosques de Castanea sativa","Bosques dominados por castaños Castanea sativa (castañares), supra-mediterráneos y submediterráneos, así como antiguas plantaciones con sotobosque semi-natural.","0"
"93","Bosques esclerófilos mediterráneos","",""
"9320","Bosques de Olea y Ceratonia","Formaciones termomediterráneas y termocanarias de bosques o matorrales de gran porte dominados por Olea europaea var. sylvestris, Ceratonia siliqua, Pistacia lentiscus, Myrtus communis o, en Canarias, por Olea europaea ssp. cerasiformis y Pistacia atlantica. La mayoría de las formaciones existentes actualmente pueden considerarse como matorral arborescente (35.12), pero algunos enclaves presentan un desarrollo suficiente en altura del arbolado y densidad de las copas como para ser asignadas claramente a esta unidad. Subtipos: 45.11 ¿ Bosques Mediterráneos de Acebuche, Olea europaea var. sylvestris) Formaciones dominadas por Olea europaea var. sylvestris. Uno de los mejores ejemplos de la etapa climácica de estos bosques de Olea, con Ceratonia siliqua y Pistacia lentiscus, se encuentra en la cara norte del Djebel Ichkeul, al norte de Túnez. En el marco geográfico de la Directiva de Hábitats, las comunidades más próximas a la etapa climácica se encuentran en el sur de Andalucía (Tamo communis-Oleetum sylvestris), en Menorca (Prasio majoris-Oleetum sylvestris), Cerdeña, Sicilia, Calabria y Creta. 45.12 ¿ Bosques Mediterráneos de Algarrobo (Ceratonia siliqua) Formaciones dominadas por Ceratonia siliqua, frecuentemente acompañados por Olea europaea var. sylvestris y Pistacia lentiscus. Los ejemplos mejor conservados de estos bosques se encuentran en las laderas del Djebel Ichkeul, al norte de Túnez, donde constituyen la facies dominada por Ceratonia de las formaciones boscosas de acebuche, 45.11), en Mallorca (Cneoro tricocci-Ceratonietum siliquae), este de Cerdeña, sur-este de Sicilia, Puglia y Creta. 45.13 ¿ Bosques Canarios de Acebuche (Olea europaea ssp. cerasiformis) Formaciones de Olea europaea ssp. cerasiformis y Pistacia atlantica de las Islas Canarias.","0"
"9330","Alcornocales de Quercus suber","Bosques silicícolas del Mediterráneo occidental dominados por Quercus suber, normalmente más termófilos e hidrófilos que 45.3 (encinares) al menos a escala local. Subtipos: 45.11 ¿ Bosques Mediterráneos de Acebuche (Olea europaea var. sylvestris) 45.21 ¿ Alcornocales tirrenos Quercion suberis Alcornocales fundamentalmente mesomediterráneos de Italia, Sicilia, Cerdeña, Córcega y noreste de España. Casi todos se encuentran degradados a matorrales arborescentes, con la notable excepción de los ibéricos (32.11). 45.22 ¿ Alcornocales de Iberia sudoccidental Alcornocales del cuadrante sudoccidental de la Península Ibérica, frecuentemente con quejigos lusitanos Q. faginea y encinas Q. ilex, y puntualmente con quejigos morunos Q. canariensis. 45.23 ¿ Alcornocales de Iberia noroccidental Enclaves muy locales y reducidos dominados por Q. suber dentro de los bosques de melojo Q. pyrenaica, principalmente en los valles de los ríos Sil y Miño (Galicia). 45.24 ¿ Alcornocales aquitanios Enclaves aislados dominados por Q. suber que son bien una facies de los bosques mixtos sobre dunas de pino piñonero Pinus pinea y alcornoque o bien bosquetes puros que se encuentran en un área muy concreta de las Landas orientales.","0"
"9340","Encinares de Quercus ilex y Quercus rotundifolia","Bosques dominados por Quercus ilex o Q. rotundifolia, frecuente, aunque no necesariamente, calcícolas. Subtipos: 45.31 ¿ Encinares meso-mediterráneos: Formaciones meso-mediterráneas ricas, que penetran localmente, normalmente en zonas de fondos de valle, en el piso termomediterráneo. Frecuentemente aparecen como matorrales arborescentes (32.11) en fases de degradación, y al igual que algunos de los tipos que se citan a continuación no deben interpretarse igual que los bosques de encinas bien desarrollados que se incluyen bajo el codigo 45, éstos no deben ser incluidos en dicho código, tanto por realizar una adecuada asignación del 32.11, como porque existen posibilidades de restauración. 45.32 ¿ Encinares supra-mediterráneos: Formaciones del piso supra-mediterráneo, frecuentemente mezcladas con robles caducifolios, arces (Acer spp.) u Ostrya carpinifolia. 45.33 ¿ Encinares aquitanios. Enclaves aislados dominados por Q. ilex que son una facies de los bosques mixtos sobre dunas de pino y encina. 45.34 ¿ Bosques de Quercus rotundifolia (encinares o carrascales): Bosques ibéricos de carrascas o encinas (Q. rotundifolia). Generalmente, incluso en los estados maduros, menos elevadas, lujuriantes y algo más secas que los encinares cantábricos maduros que forma el cercano taxón Q. ilex. Frecuentemente aperecen degradados, dando lugar a formaciones abiertas y matorrales arborescentes. Las especies características en el sotobosques son Arbutus unedo, Phillyrea angustifolia, Rhamnus alaternus, Pistacia terebinthus, Rubia peregrina, Jasminum fruticans, Smilax aspera, Lonicera etrusca, L. implexa.","13.804.140.000"
"9360","Laurisilvas macaronésicas (Laurus, Ocotea) (*)","Las islas macaronésicas (Azores, Madeira, Canarias y Cabo Verde) son extremadamente ricas en especies animales y vegetales endémicas, muchas de las cuales están restringidas a la laurisilva (Pruno-Lauretalia). Géneros como Picconia, Semele, Gesnouinia, Lactucosonchus e Ixanthus son enteramente endémicos a estas comunidades, mientras que otros como Isoplexis, Visnea and Phyllis adquieren en ellas sus máximos desarrollos. Además, cada uno de los diferentes archipiélagos posee especies endémicas distintivas en estas comunidades. Este tipo de hábitat incluye: ? Los bosques laurifolios de Azores (45.61 Ericetalia azorica p.), islas en donde los bosques húmedos de las zonas costeras (Myrico-Pittosporietum undulati p.) han sido totalmente degradados e invadidos por el árbol de origen australiano (Pittosporum undulatum), quedando una mejor representación de los bosques hiper-húmedos de las cumbres (Culcito-Juniperion brevifoliae p). ? Los bosques laurifolios de Madeira (45.62 Pruno-Lauretalia azorica), que aún ocupan un área relativamente amplia, del orden de 10.000 ha, ? Los bosques laurifolios de las Islas Canarias (45.63 Ixantho-Laurion azoricae), en donde cada isla cuenta con un bosque caracterizado por un conjunto distintivo de animales y vegetales endémicos, como ejemplifican las especies del género Pericallis, las razas bien marcadas del pinzón vulgar (Fringilla coelebs) o de la fauna carábida.","0"
"9370","Palmerales de Phoenix (*)","Comunidades arbóreas, normalmente hidrofíticas, formadas principalmente por palmerales en la región Macaronésica. Los palmerales canarios se desarrollan frecuentemente en los cauces de los barrancos por debajo de la cota de los 600 m de altitud aunque excepcionalmente superan los 1.000 m de altitud. Los ejemplos más representativos los podemos encontrar en la isla de Gran Canaria (barrancos de Tirajana y Guiniguada), en La Gomera (Valle Gran Rey y Alojera), además de en Tenerife (Masca) y en La Palma (Breña Alta).","0"
